sex,age,age_cat,race,juv_fel_count,juv_misd_count,juv_other_count,priors_count,c_charge_degree,c_charge_desc,decile_score,score_text,two_year_recid,sex_race
female,21,less than 25,african-american,0,0,0,0,m,prostitution/lewd act assignation,5,medium,0,female-african-american
male,25,25 - 45,other,0,0,0,0,f,possession of cocaine,9,high,1,male-other
male,30,25 - 45,caucasian,0,0,0,0,f,burglary dwelling assault/batt,3,low,0,male-caucasian
male,21,less than 25,caucasian,0,2,7,2,f,possession of lsd,9,high,1,male-caucasian
male,35,25 - 45,african-american,0,0,0,22,f,"poss3,4 methylenedioxymethcath",10,high,1,male-african-american
male,50,greater than 45,caucasian,0,0,0,2,f,arrest case no charge,2,low,1,male-caucasian
male,25,25 - 45,african-american,0,0,0,5,m,arrest case no charge,9,high,0,male-african-american
male,26,25 - 45,african-american,0,0,0,0,f,grand theft in the 3rd degree,9,high,0,male-african-american
male,22,less than 25,african-american,0,0,0,0,f,purchase/p/w/int cannabis,4,low,0,male-african-american
male,29,25 - 45,african-american,0,0,0,0,f,"poss3,4 methylenedioxymethcath",3,low,0,male-african-american
male,52,greater than 45,caucasian,0,0,0,1,f,burglary conveyance assault/bat,1,low,0,male-caucasian
male,21,less than 25,african-american,0,0,0,0,f,possession of cocaine,7,medium,0,male-african-american
male,21,less than 25,caucasian,0,0,0,1,f,possession of cannabis,8,high,0,male-caucasian
male,24,less than 25,african-american,0,0,0,3,f,aggrav stalking after injunctn,7,medium,0,male-african-american
female,30,25 - 45,caucasian,0,0,0,0,m,battery,2,low,0,female-caucasian
male,41,25 - 45,african-american,0,1,0,9,m,opert with susp dl 2nd offens,9,high,0,male-african-american
male,48,greater than 45,caucasian,0,0,0,6,f,fel drive license perm revoke,2,low,0,male-caucasian
female,34,25 - 45,african-american,0,0,0,1,m,battery,1,low,0,female-african-american
male,25,25 - 45,african-american,0,0,0,1,m,battery,2,low,0,male-african-american
male,56,greater than 45,caucasian,0,0,0,6,f,poss cocaine/intent to del/sel,1,low,0,male-caucasian
male,23,less than 25,african-american,0,0,0,0,f,felony battery (dom strang),4,low,0,male-african-american
male,21,less than 25,caucasian,0,0,0,0,m,burglary unoccupied dwelling,4,low,0,male-caucasian
male,66,greater than 45,caucasian,0,0,0,0,m,battery,1,low,0,male-caucasian
male,28,25 - 45,african-american,0,0,0,7,m,resist/obstruct w/o violence,7,medium,0,male-african-american
male,29,25 - 45,caucasian,0,0,0,0,m,driving under the influence,1,low,0,male-caucasian
male,39,25 - 45,caucasian,0,0,0,0,f,aggravated battery / pregnant,1,low,0,male-caucasian
male,31,25 - 45,caucasian,0,0,0,1,f,arrest case no charge,2,low,0,male-caucasian
male,22,less than 25,african-american,0,0,0,0,m,battery,8,high,0,male-african-american
female,22,less than 25,caucasian,0,0,0,0,m,battery,5,medium,0,female-caucasian
male,35,25 - 45,caucasian,0,0,2,3,f,possession of cocaine,4,low,0,male-caucasian
male,56,greater than 45,caucasian,0,0,0,1,f,felony/driving under influence,1,low,0,male-caucasian
female,34,25 - 45,african-american,0,0,0,0,f,poss contr subst w/o prescript,1,low,0,female-african-american
male,43,25 - 45,caucasian,0,0,0,2,f,arrest case no charge,1,low,0,male-caucasian
male,38,25 - 45,caucasian,0,0,0,0,f,possession of alprazolam,1,low,0,male-caucasian
male,39,25 - 45,caucasian,0,0,0,3,f,poss wep conv felon,3,low,0,male-caucasian
male,26,25 - 45,african-american,0,0,0,2,m,disorderly conduct,3,low,0,male-african-american
female,55,greater than 45,caucasian,0,0,0,0,m,battery,1,low,0,female-caucasian
male,61,greater than 45,african-american,0,0,0,25,f,burglary unoccupied dwelling,7,medium,0,male-african-american
male,33,25 - 45,other,0,0,0,0,m,battery,1,low,0,male-other
male,40,25 - 45,caucasian,0,0,0,4,f,resist officer w/violence,7,medium,0,male-caucasian
male,33,25 - 45,african-american,0,0,0,3,f,driving while license revoked,2,low,0,male-african-american
male,26,25 - 45,caucasian,0,0,0,0,f,tamper with witness/victim/ci,6,medium,1,male-caucasian
male,28,25 - 45,african-american,0,0,0,0,f,uttering a forged instrument,2,low,0,male-african-american
male,45,greater than 45,caucasian,0,0,0,0,m,battery,1,low,0,male-caucasian
female,57,greater than 45,caucasian,0,0,0,4,f,arrest case no charge,2,low,0,female-caucasian
male,26,25 - 45,african-american,0,0,0,3,f,aggravated battery / pregnant,7,medium,1,male-african-american
male,35,25 - 45,african-american,0,0,0,1,f,false imprisonment,8,high,0,male-african-american
male,54,greater than 45,hispanic,0,0,0,0,f,grand theft in the 1st degree,1,low,0,male-hispanic
female,29,25 - 45,african-american,0,0,0,0,f,possession of cocaine,5,medium,0,female-african-american
female,40,25 - 45,caucasian,0,0,0,0,m,driving license suspended,2,low,0,female-caucasian
female,25,25 - 45,african-american,0,0,1,0,m,battery,2,low,0,female-african-american
male,44,25 - 45,african-american,0,0,0,3,m,driving license suspended,6,medium,0,male-african-american
male,29,25 - 45,african-american,0,0,0,0,f,burglary dwelling occupied,2,low,0,male-african-american
male,56,greater than 45,caucasian,0,0,0,0,m,driving under the influence,1,low,0,male-caucasian
female,27,25 - 45,african-american,0,0,0,0,m,battery,3,low,0,female-african-american
female,29,25 - 45,caucasian,0,0,0,0,m,viol injunct domestic violence,7,medium,0,female-caucasian
female,34,25 - 45,caucasian,0,0,0,4,m,battery,4,low,0,female-caucasian
female,22,less than 25,african-american,0,0,0,0,f,grand theft in the 3rd degree,7,medium,0,female-african-american
male,31,25 - 45,caucasian,0,0,0,0,f,grand theft in the 3rd degree,1,low,0,male-caucasian
male,47,greater than 45,african-american,0,0,0,3,f,aggravated assault w/dead weap,2,low,0,male-african-american
male,39,25 - 45,african-american,0,0,0,4,f,felony petit theft,9,high,0,male-african-american
male,30,25 - 45,hispanic,0,0,0,2,f,possession of hydromorphone,2,low,0,male-hispanic
male,61,greater than 45,african-american,0,0,0,2,m,battery,8,high,0,male-african-american
male,37,25 - 45,hispanic,0,0,0,3,m,driving under the influence,4,low,0,male-hispanic
male,38,25 - 45,other,0,0,0,1,f,possession of alprazolam,1,low,1,male-other
male,30,25 - 45,african-american,0,0,0,0,m,driving license suspended,9,high,0,male-african-american
male,47,greater than 45,other,0,0,0,0,f,neglect child / no bodily harm,1,low,0,male-other
male,59,greater than 45,african-american,0,0,0,1,m,battery,1,low,0,male-african-american
male,23,less than 25,caucasian,0,1,0,4,m,assault,9,high,1,male-caucasian
female,41,25 - 45,hispanic,0,0,0,0,f,grand theft in the 3rd degree,1,low,0,female-hispanic
male,22,less than 25,african-american,0,0,0,0,f,purchase cannabis,7,medium,0,male-african-american
male,26,25 - 45,african-american,0,0,0,5,f,driving while license revoked,4,low,0,male-african-american
male,44,25 - 45,caucasian,0,0,0,1,f,burglary dwelling occupied,5,medium,0,male-caucasian
female,34,25 - 45,african-american,0,0,0,0,m,battery,1,low,1,female-african-american
male,29,25 - 45,african-american,0,0,0,8,m,susp drivers lic 1st offense,9,high,0,male-african-american
female,31,25 - 45,african-american,0,0,0,0,m,leaving acc/unattended veh,6,medium,0,female-african-american
male,21,less than 25,caucasian,0,0,0,2,f,arrest case no charge,6,medium,0,male-caucasian
male,34,25 - 45,caucasian,0,0,0,4,f,driving while license revoked,5,medium,0,male-caucasian
male,54,greater than 45,african-american,0,0,0,21,f,possession of cocaine,6,medium,0,male-african-american
male,20,less than 25,caucasian,0,4,0,4,f,grand theft (motor vehicle),10,high,0,male-caucasian
male,31,25 - 45,caucasian,0,0,0,1,f,stalking (aggravated),3,low,1,male-caucasian
male,22,less than 25,caucasian,0,0,0,0,m,dui - enhanced,4,low,0,male-caucasian
male,36,25 - 45,african-american,0,0,0,6,m,battery,4,low,0,male-african-american
male,50,greater than 45,african-american,0,0,0,15,m,battery,8,high,0,male-african-american
female,49,greater than 45,other,0,0,0,0,m,battery,1,low,0,female-other
male,31,25 - 45,african-american,0,0,0,1,m,driving license suspended,4,low,0,male-african-american
male,21,less than 25,african-american,1,0,1,2,f,arrest case no charge,9,high,0,male-african-american
male,29,25 - 45,other,0,0,0,0,f,burglary dwelling occupied,2,low,0,male-other
male,61,greater than 45,hispanic,0,0,0,0,f,arrest case no charge,1,low,0,male-hispanic
female,25,25 - 45,caucasian,0,0,0,2,f,crim use of personal id info,9,high,1,female-caucasian
male,38,25 - 45,caucasian,0,0,0,5,f,driving while license revoked,4,low,0,male-caucasian
male,35,25 - 45,caucasian,0,0,0,2,m,battery,1,low,0,male-caucasian
male,29,25 - 45,caucasian,0,0,0,1,f,arrest case no charge,2,low,0,male-caucasian
male,46,greater than 45,caucasian,0,0,0,0,f,possession of methamphetamine,1,low,0,male-caucasian
male,53,greater than 45,caucasian,0,0,0,1,m,battery,5,medium,0,male-caucasian
female,27,25 - 45,caucasian,0,0,0,1,f,arrest case no charge,5,medium,1,female-caucasian
male,29,25 - 45,caucasian,0,0,0,4,f,possession of cocaine,8,high,0,male-caucasian
male,24,less than 25,caucasian,0,0,0,1,m,battery,2,low,0,male-caucasian
male,40,25 - 45,african-american,0,0,0,20,f,driving while license revoked,7,medium,0,male-african-american
female,36,25 - 45,african-american,0,0,0,1,m,battery,1,low,0,female-african-american
male,57,greater than 45,caucasian,0,0,0,7,f,arrest case no charge,1,low,0,male-caucasian
male,26,25 - 45,african-american,0,0,0,1,f,arrest case no charge,5,medium,0,male-african-american
male,26,25 - 45,african-american,0,0,1,2,f,driving while license revoked,3,low,0,male-african-american
female,48,greater than 45,caucasian,0,0,0,0,f,grand theft in the 3rd degree,1,low,0,female-caucasian
male,52,greater than 45,caucasian,0,0,0,7,m,battery,2,low,0,male-caucasian
female,43,25 - 45,african-american,0,0,0,0,m,battery,1,low,0,female-african-american
male,24,less than 25,caucasian,0,0,0,3,f,possession of cocaine,5,medium,0,male-caucasian
male,23,less than 25,hispanic,0,1,0,2,f,grand theft in the 3rd degree,9,high,0,male-hispanic
male,21,less than 25,african-american,0,0,0,0,f,grand theft in the 3rd degree,5,medium,0,male-african-american
female,25,25 - 45,caucasian,0,0,0,0,f,possession of alprazolam,5,medium,0,female-caucasian
male,46,greater than 45,caucasian,0,0,0,0,m,doc/cause public danger,5,medium,0,male-caucasian
female,24,less than 25,african-american,0,0,0,0,f,arrest case no charge,7,medium,0,female-african-american
male,24,less than 25,other,0,0,0,0,m,possess cannabis/20 grams or less,3,low,0,male-other
male,40,25 - 45,hispanic,0,0,0,0,m,driving under the influence,3,low,0,male-hispanic
male,36,25 - 45,hispanic,0,0,0,1,m,battery,2,low,0,male-hispanic
male,24,less than 25,caucasian,0,0,0,0,m,battery,2,low,0,male-caucasian
female,55,greater than 45,african-american,0,0,0,2,f,aggrav battery w/deadly weapon,1,low,0,female-african-american
male,38,25 - 45,african-american,0,0,0,14,f,grand theft in the 3rd degree,7,medium,0,male-african-american
male,31,25 - 45,african-american,0,0,0,1,f,driving while license revoked,1,low,0,male-african-american
female,30,25 - 45,african-american,0,0,0,3,f,felony driving while lic suspd,2,low,0,female-african-american
male,37,25 - 45,african-american,0,0,0,16,f,arrest case no charge,8,high,1,male-african-american
female,41,25 - 45,caucasian,0,0,0,1,m,battery,2,low,0,female-caucasian
male,20,less than 25,african-american,0,0,0,0,f,deliver cannabis 1000ftsch,5,medium,1,male-african-american
male,22,less than 25,caucasian,0,0,0,1,m,battery,5,medium,0,male-caucasian
male,38,25 - 45,african-american,0,0,0,7,m,battery,6,medium,0,male-african-american
male,31,25 - 45,african-american,0,0,0,0,f,forging bank bills/promis note,5,medium,0,male-african-american
male,28,25 - 45,caucasian,0,0,0,0,f,possession of methamphetamine,7,medium,0,male-caucasian
male,21,less than 25,hispanic,0,1,0,2,f,burglary dwelling occupied,7,medium,1,male-hispanic
male,39,25 - 45,african-american,0,0,0,1,f,unlawful conveyance of fuel,8,high,0,male-african-american
male,45,greater than 45,hispanic,0,0,0,0,m,battery,1,low,0,male-hispanic
male,27,25 - 45,african-american,0,0,0,9,f,poss contr subst w/o prescript,7,medium,1,male-african-american
male,30,25 - 45,hispanic,0,0,0,0,f,arrest case no charge,1,low,0,male-hispanic
male,43,25 - 45,african-american,0,0,0,2,f,arrest case no charge,1,low,0,male-african-american
male,26,25 - 45,african-american,0,0,0,1,f,deliver cocaine,4,low,0,male-african-american
male,32,25 - 45,african-american,0,3,0,7,f,arrest case no charge,2,low,0,male-african-american
female,57,greater than 45,caucasian,0,0,0,2,f,possession of cocaine,1,low,0,female-caucasian
female,40,25 - 45,caucasian,0,0,0,0,m,dui level 0.15 or minor in veh,1,low,0,female-caucasian
male,29,25 - 45,caucasian,0,0,0,1,m,leave acc/attend veh/more $50,10,high,0,male-caucasian
male,36,25 - 45,african-american,0,0,0,2,m,dui level 0.15 or minor in veh,2,low,0,male-african-american
male,35,25 - 45,african-american,0,0,0,6,f,arrest case no charge,8,high,1,male-african-american
male,49,greater than 45,hispanic,0,0,0,0,m,viol injunction protect dom vi,2,low,0,male-hispanic
male,21,less than 25,african-american,0,1,0,2,f,aggravated assault w/firearm,5,medium,1,male-african-american
male,33,25 - 45,hispanic,0,0,0,0,m,battery,2,low,0,male-hispanic
male,55,greater than 45,african-american,0,0,0,5,f,possession of cocaine,4,low,0,male-african-american
male,26,25 - 45,caucasian,0,0,0,0,m,dui property damage/injury,4,low,0,male-caucasian
female,52,greater than 45,caucasian,0,0,0,6,f,arrest case no charge,1,low,0,female-caucasian
male,52,greater than 45,african-american,0,0,0,16,f,arrest case no charge,8,high,1,male-african-american
male,60,greater than 45,caucasian,0,0,0,2,m,dui property damage/injury,2,low,0,male-caucasian
male,44,25 - 45,caucasian,0,0,0,0,m,viol injunct domestic violence,2,low,0,male-caucasian
male,30,25 - 45,hispanic,0,0,0,1,f,aggravated assault w/dead weap,2,low,0,male-hispanic
female,25,25 - 45,african-american,0,0,0,2,m,battery,4,low,0,female-african-american
male,22,less than 25,caucasian,0,0,0,1,f,solicitation on felony 3 deg,6,medium,0,male-caucasian
female,28,25 - 45,african-american,0,0,0,0,f,arson in the first degree,3,low,0,female-african-american
male,30,25 - 45,caucasian,0,0,0,0,m,battery,1,low,0,male-caucasian
male,39,25 - 45,african-american,0,0,0,9,f,"poss3,4 methylenedioxymethcath",5,medium,0,male-african-american
female,46,greater than 45,other,0,0,0,1,f,arrest case no charge,1,low,0,female-other
male,47,greater than 45,other,0,0,0,3,m,criminal mischief>$200<$1000,2,low,0,male-other
male,26,25 - 45,african-american,0,0,0,5,m,aggravated battery,7,medium,0,male-african-american
female,23,less than 25,african-american,0,0,0,0,f,burglary conveyance unoccup,3,low,0,female-african-american
male,54,greater than 45,caucasian,0,0,0,0,f,corrupt public servant,2,low,0,male-caucasian
male,50,greater than 45,african-american,0,0,0,2,m,disorderly intoxication,6,medium,0,male-african-american
male,25,25 - 45,caucasian,0,0,0,1,f,"poss3,4 methylenedioxymethcath",3,low,0,male-caucasian
female,46,greater than 45,caucasian,0,0,0,0,f,cruelty toward child,1,low,0,female-caucasian
male,22,less than 25,caucasian,0,0,0,0,m,battery,4,low,0,male-caucasian
male,38,25 - 45,caucasian,1,0,0,10,f,burglary structure unoccup,4,low,1,male-caucasian
male,18,less than 25,african-american,5,0,2,4,f,arrest case no charge,5,medium,1,male-african-american
female,23,less than 25,caucasian,0,0,0,0,f,possession of methamphetamine,6,medium,0,female-caucasian
female,32,25 - 45,hispanic,0,0,1,8,m,prostitution/lewd act assignation,5,medium,1,female-hispanic
male,25,25 - 45,caucasian,0,0,0,2,f,possession of cocaine,6,medium,0,male-caucasian
male,53,greater than 45,caucasian,0,0,0,0,f,aggravated assault w/dead weap,2,low,0,male-caucasian
male,39,25 - 45,african-american,0,0,0,0,m,resist/obstruct w/o violence,3,low,0,male-african-american
male,37,25 - 45,other,0,0,0,2,f,arrest case no charge,4,low,1,male-other
female,24,less than 25,african-american,0,0,0,7,f,grand theft in the 3rd degree,9,high,0,female-african-american
male,33,25 - 45,caucasian,0,0,0,0,m,battery,1,low,0,male-caucasian
female,24,less than 25,caucasian,0,0,4,1,m,dui level 0.15 or minor in veh,4,low,0,female-caucasian
male,46,greater than 45,caucasian,0,0,0,1,f,possession of oxycodone,1,low,0,male-caucasian
male,32,25 - 45,hispanic,0,0,0,7,f,driving while license revoked,7,medium,0,male-hispanic
male,24,less than 25,hispanic,0,0,0,2,f,lewd/lasc battery pers 12+/<16,3,low,0,male-hispanic
female,38,25 - 45,caucasian,0,0,0,0,f,burglary assault/battery armed,1,low,0,female-caucasian
male,57,greater than 45,caucasian,0,0,0,2,f,lewd/lasc exhib presence <16yr,1,low,0,male-caucasian
male,43,25 - 45,caucasian,0,0,0,0,f,arrest case no charge,1,low,0,male-caucasian
male,22,less than 25,african-american,0,0,0,0,m,possess cannabis/20 grams or less,6,medium,0,male-african-american
female,28,25 - 45,african-american,0,0,0,9,m,arrest case no charge,9,high,1,female-african-american
male,51,greater than 45,caucasian,0,0,0,3,f,felony dui (level 3),4,low,0,male-caucasian
male,41,25 - 45,hispanic,0,0,0,3,f,felony driving while lic suspd,1,low,0,male-hispanic
male,24,less than 25,caucasian,0,0,0,1,f,del cannabis for consideration,7,medium,0,male-caucasian
male,27,25 - 45,african-american,1,2,1,6,m,arrest case no charge,10,high,0,male-african-american
male,25,25 - 45,african-american,0,0,0,0,m,assault,4,low,0,male-african-american
male,56,greater than 45,caucasian,0,0,0,3,m,battery,3,low,0,male-caucasian
female,29,25 - 45,african-american,0,0,0,1,m,battery,4,low,0,female-african-american
male,21,less than 25,african-american,0,0,0,0,f,attempted robbery  no weapon,8,high,0,male-african-american
female,28,25 - 45,african-american,0,0,0,0,m,battery,2,low,0,female-african-american
male,35,25 - 45,african-american,0,0,0,2,f,sell or offer for sale counterfeit goods,1,low,0,male-african-american
male,23,less than 25,caucasian,0,0,0,0,f,fleeing or eluding a leo,2,low,0,male-caucasian
male,48,greater than 45,african-american,0,0,0,4,f,arrest case no charge,8,high,0,male-african-american
male,37,25 - 45,african-american,0,0,0,2,f,arrest case no charge,9,high,0,male-african-american
male,33,25 - 45,african-american,0,0,0,0,f,aggravated assault w/dead weap,1,low,0,male-african-american
male,23,less than 25,african-american,0,0,1,5,f,false imprisonment,7,medium,1,male-african-american
male,24,less than 25,african-american,0,0,0,0,f,"poss3,4 methylenedioxymethcath",4,low,0,male-african-american
male,44,25 - 45,african-american,0,0,0,2,m,arrest case no charge,7,medium,0,male-african-american
female,26,25 - 45,african-american,0,0,0,0,m,exposes culpable negligence,2,low,0,female-african-american
male,29,25 - 45,african-american,0,0,0,2,f,arrest case no charge,6,medium,0,male-african-american
male,26,25 - 45,hispanic,0,0,1,0,f,possession of cannabis,2,low,0,male-hispanic
male,30,25 - 45,caucasian,0,0,0,1,m,driving under the influence,1,low,0,male-caucasian
male,42,25 - 45,other,0,0,0,1,f,armed trafficking in cannabis,2,low,0,male-other
female,28,25 - 45,african-american,0,0,0,0,f,burglary dwelling assault/batt,3,low,1,female-african-american
male,20,less than 25,african-american,0,0,0,0,f,grand theft in the 3rd degree,3,low,0,male-african-american
female,24,less than 25,caucasian,0,2,0,7,m,aggravated battery / pregnant,7,medium,0,female-caucasian
female,21,less than 25,african-american,0,0,0,1,f,grand theft in the 3rd degree,9,high,0,female-african-american
male,27,25 - 45,african-american,0,0,0,8,f,felony battery w/prior convict,5,medium,1,male-african-american
male,42,25 - 45,caucasian,0,0,0,0,m,battery,1,low,0,male-caucasian
female,55,greater than 45,caucasian,0,0,0,0,m,battery,1,low,0,female-caucasian
male,23,less than 25,african-american,0,0,0,0,m,battery,4,low,0,male-african-american
female,64,greater than 45,african-american,0,0,0,0,f,solicit deliver cocaine,1,low,0,female-african-american
male,48,greater than 45,other,0,0,0,0,m,battery,1,low,0,male-other
male,30,25 - 45,caucasian,0,0,0,0,m,dui property damage/injury,2,low,0,male-caucasian
female,22,less than 25,african-american,0,0,0,1,m,battery,4,low,0,female-african-american
male,24,less than 25,caucasian,0,0,0,0,f,poss meth/diox/meth/amp (mdma),4,low,0,male-caucasian
male,30,25 - 45,african-american,0,0,0,3,m,battery,7,medium,0,male-african-american
male,31,25 - 45,african-american,0,0,0,1,f,poss unlaw issue driver licenc,10,high,0,male-african-american
male,23,less than 25,hispanic,0,0,0,0,m,possess cannabis/20 grams or less,7,medium,0,male-hispanic
male,28,25 - 45,african-american,0,0,0,11,f,neglect child / no bodily harm,6,medium,1,male-african-american
male,24,less than 25,african-american,0,0,1,0,f,burglary unoccupied dwelling,2,low,0,male-african-american
male,31,25 - 45,other,0,0,0,1,m,battery,1,low,0,male-other
male,29,25 - 45,african-american,0,0,0,3,f,arrest case no charge,4,low,1,male-african-american
male,28,25 - 45,african-american,0,0,0,4,m,battery,3,low,1,male-african-american
male,49,greater than 45,caucasian,0,0,0,0,f,offer agree secure/lewd act,5,medium,0,male-caucasian
male,42,25 - 45,caucasian,0,0,0,0,m,battery,1,low,0,male-caucasian
male,38,25 - 45,african-american,0,0,0,4,m,battery,2,low,0,male-african-american
male,36,25 - 45,african-american,0,0,0,0,f,possession of cannabis,6,medium,0,male-african-american
male,29,25 - 45,african-american,0,0,0,11,m,operating w/o valid license,10,high,0,male-african-american
male,39,25 - 45,african-american,0,0,0,2,m,driving under the influence,2,low,0,male-african-american
male,47,greater than 45,caucasian,0,0,0,0,m,battery,2,low,0,male-caucasian
male,63,greater than 45,african-american,0,0,0,2,m,viol injunct domestic violence,1,low,0,male-african-american
male,55,greater than 45,caucasian,0,0,0,27,m,battery,5,medium,0,male-caucasian
male,54,greater than 45,other,0,0,0,2,m,battery,2,low,1,male-other
male,37,25 - 45,caucasian,0,0,0,1,m,battery,2,low,0,male-caucasian
male,34,25 - 45,african-american,0,0,0,0,f,grand theft in the 3rd degree,1,low,0,male-african-american
male,57,greater than 45,other,0,0,0,0,f,agg assault w/int com fel dome,1,low,0,male-other
male,32,25 - 45,african-american,0,0,1,8,f,uttering a forged instrument,9,high,0,male-african-american
male,26,25 - 45,african-american,0,0,0,2,f,grand theft in the 3rd degree,5,medium,1,male-african-american
male,29,25 - 45,african-american,0,0,0,2,m,petit theft,4,low,0,male-african-american
male,53,greater than 45,african-american,0,0,0,20,f,arrest case no charge,5,medium,0,male-african-american
male,57,greater than 45,hispanic,0,0,0,1,m,dui level 0.15 or minor in veh,1,low,0,male-hispanic
male,27,25 - 45,caucasian,0,0,0,0,f,burglary dwelling armed,2,low,0,male-caucasian
male,48,greater than 45,caucasian,0,0,0,0,f,possession of cocaine,2,low,0,male-caucasian
male,29,25 - 45,hispanic,0,0,0,0,m,disorderly conduct,2,low,1,male-hispanic
male,25,25 - 45,caucasian,0,0,0,1,m,battery,4,low,1,male-caucasian
male,67,greater than 45,caucasian,0,0,0,0,f,cruelty toward child,1,low,0,male-caucasian
male,29,25 - 45,african-american,0,0,1,2,m,agg fleeing and eluding,5,medium,0,male-african-american
female,53,greater than 45,african-american,0,0,0,3,f,grand theft in the 3rd degree,2,low,0,female-african-american
male,49,greater than 45,african-american,0,0,0,0,f,possession of cocaine,1,low,0,male-african-american
female,44,25 - 45,caucasian,0,0,0,0,m,driving under the influence,1,low,0,female-caucasian
female,55,greater than 45,hispanic,0,0,0,0,f,aggravated battery / pregnant,1,low,0,female-hispanic
male,46,greater than 45,african-american,0,0,0,0,m,battery,1,low,0,male-african-american
female,48,greater than 45,african-american,0,0,0,0,f,tampering with physical evidence,6,medium,1,female-african-american
male,77,greater than 45,african-american,0,0,0,1,m,driving license suspended,1,low,1,male-african-american
male,54,greater than 45,caucasian,0,0,0,3,f,manufacture cannabis,2,low,0,male-caucasian
male,26,25 - 45,african-american,0,0,0,15,f,arrest case no charge,9,high,0,male-african-american
male,39,25 - 45,caucasian,0,0,0,2,f,arrest case no charge,2,low,0,male-caucasian
male,35,25 - 45,hispanic,0,0,0,13,f,driving while license revoked,7,medium,0,male-hispanic
male,41,25 - 45,african-american,0,0,0,6,f,poss cocaine/intent to del/sel,3,low,0,male-african-american
male,32,25 - 45,african-american,0,0,0,1,m,battery,10,high,0,male-african-american
male,48,greater than 45,african-american,0,0,0,12,m,arrest case no charge,6,medium,0,male-african-american
male,52,greater than 45,african-american,0,0,0,0,m,battery,6,medium,1,male-african-american
female,46,greater than 45,caucasian,0,0,0,0,m,dui level 0.15 or minor in veh,1,low,0,female-caucasian
female,22,less than 25,african-american,0,0,0,0,f,grand theft in the 3rd degree,7,medium,0,female-african-american
male,39,25 - 45,african-american,0,0,0,8,f,lewd or lascivious molestation,4,low,0,male-african-american
male,35,25 - 45,african-american,0,0,0,9,f,possession of cannabis,6,medium,0,male-african-american
male,26,25 - 45,african-american,0,0,0,1,m,battery,1,low,0,male-african-american
male,27,25 - 45,african-american,0,0,0,1,f,crim use of personal id info,2,low,0,male-african-american
male,27,25 - 45,african-american,0,0,0,5,f,arrest case no charge,10,high,1,male-african-american
female,34,25 - 45,caucasian,0,0,0,10,f,possession of cocaine,9,high,1,female-caucasian
female,32,25 - 45,african-american,0,0,0,0,m,battery,1,low,1,female-african-american
male,52,greater than 45,african-american,0,0,0,7,f,possession of cocaine,9,high,1,male-african-american
male,21,less than 25,african-american,0,0,0,2,f,tampering with physical evidence,10,high,1,male-african-american
male,26,25 - 45,hispanic,0,0,0,0,f,grand theft in the 3rd degree,6,medium,0,male-hispanic
male,31,25 - 45,african-american,0,0,0,1,m,battery,1,low,0,male-african-american
male,34,25 - 45,caucasian,0,0,0,1,m,battery,5,medium,0,male-caucasian
male,32,25 - 45,african-american,0,0,0,0,m,possession of cannabis,4,low,0,male-african-american
female,50,greater than 45,caucasian,0,0,0,0,m,driving under the influence,3,low,1,female-caucasian
male,27,25 - 45,african-american,0,0,0,1,m,burglary unoccupied dwelling,5,medium,0,male-african-american
female,26,25 - 45,african-american,0,1,0,4,f,arrest case no charge,3,low,0,female-african-american
male,27,25 - 45,african-american,1,0,0,4,f,aggravated assault w/dead weap,5,medium,1,male-african-american
male,58,greater than 45,african-american,0,0,0,0,m,dui level 0.15 or minor in veh,1,low,0,male-african-american
male,24,less than 25,african-american,0,5,1,15,f,deliver cocaine,10,high,1,male-african-american
male,50,greater than 45,caucasian,0,0,0,0,m,dui - enhanced,1,low,0,male-caucasian
male,46,greater than 45,hispanic,0,0,0,0,f,grand theft in the 3rd degree,1,low,0,male-hispanic
male,34,25 - 45,african-american,0,0,0,10,f,aggravated assault w/dead weap,7,medium,0,male-african-american
male,26,25 - 45,caucasian,0,0,0,2,f,possession burglary tools,2,low,0,male-caucasian
male,31,25 - 45,caucasian,0,0,0,0,f,possession of methamphetamine,1,low,0,male-caucasian
male,39,25 - 45,african-american,0,0,0,0,f,kidnapping / domestic violence,1,low,0,male-african-american
female,22,less than 25,african-american,0,0,0,0,m,battery,6,medium,0,female-african-american
female,25,25 - 45,african-american,0,0,0,0,m,battery,2,low,0,female-african-american
female,21,less than 25,african-american,0,1,0,2,f,crimin mischief damage $1000+,9,high,0,female-african-american
male,20,less than 25,caucasian,0,0,0,1,f,possession of cannabis,4,low,0,male-caucasian
male,54,greater than 45,african-american,0,0,0,12,m,battery,5,medium,1,male-african-american
female,27,25 - 45,african-american,0,0,0,2,f,felony petit theft,6,medium,1,female-african-american
female,55,greater than 45,caucasian,0,0,0,0,f,battery on a person over 65,1,low,0,female-caucasian
male,24,less than 25,african-american,0,0,0,0,m,battery,2,low,0,male-african-american
male,20,less than 25,african-american,0,0,1,0,f,possession of cocaine,10,high,1,male-african-american
female,34,25 - 45,caucasian,0,0,0,1,m,battery,1,low,0,female-caucasian
male,24,less than 25,african-american,0,0,0,0,f,grand theft in the 3rd degree,8,high,0,male-african-american
male,42,25 - 45,caucasian,0,0,0,8,f,agg fleeing and eluding,4,low,0,male-caucasian
male,20,less than 25,caucasian,0,0,0,0,m,battery,4,low,0,male-caucasian
male,20,less than 25,african-american,0,0,0,0,m,assault,4,low,0,male-african-american
